Dividend Date,Ex-Dividend Date,Earnings Date,Earnings High,Earnings Low,Earnings Average,Revenue High,Revenue Low,Revenue Average
2026-04-15,2026-03-31,"[datetime.date(2026, 4, 22)]",3.58,2.69,3.17307,1118000000,1034600000,1069906440
