,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,Vanguard Group Inc,0.118599996,27169255,5911758095,-0.0002
1,2025-12-31,Blackrock Inc.,0.0858,19653166,4276332317,0.0018000001
2,2025-12-31,State Street Corporation,0.0435,9956361,2166404553,0.0197
3,2025-12-31,Price (T.Rowe) Associates Inc,0.0345,7892014,1717223297,-0.19709998
4,2025-12-31,"Geode Capital Management, LLC",0.0257,5891236,1281874019,0.0064
5,2025-12-31,"FMR, LLC",0.0196,4497741,978663447,0.102
6,2025-12-31,Invesco Ltd.,0.0187,4281482,931607652,-0.040799998
7,2025-12-31,JPMORGAN CHASE & CO,0.0179,4109307,894144095,-0.5111
8,2025-12-31,NORGES BANK,0.0177,4049351,881098269,0.1263
9,2025-12-31,Morgan Stanley,0.0173,3963062,862322646,0.0286
