Date,Stock Splits
1987-11-20 00:00:00-05:00,2.0
2004-03-01 00:00:00-05:00,2.0
2006-11-28 00:00:00-05:00,1.5
2010-12-22 00:00:00-05:00,1.5
2012-07-02 00:00:00-04:00,1.5
