period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,1911529590,1898800000,1932000000,9,1731971000,0.1037
+1q,1954841890,1902000000,1973000000,9,1778056000,0.0994
0y,7968545090,7909806000,8055083110,11,7401116000,0.0767
+1y,8403532209,8267736680,8619100000,11,7968545090,0.0546
