,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,70231770.0,148124.388059,3008890.84596,7047787.261399,
Tax Rate For Calcs,0.21,0.000411,0.010817,0.012724,
Normalized EBITDA,1893584000.0,1795697000.0,1683392000.0,1642224000.0,
Total Unusual Items,334437000.0,360365000.0,278156000.0,553912000.0,
Total Unusual Items Excluding Goodwill,334437000.0,360365000.0,278156000.0,553912000.0,
Net Income From Continuing Operation Net Minority Interest,1051301000.0,1081994000.0,928825000.0,1136775000.0,
Reconciled Depreciation,913376000.0,846853000.0,816965000.0,814978000.0,
Reconciled Cost Of Revenue,1120914000.0,1073457000.0,988132000.0,919114000.0,
EBITDA,2228021000.0,2156062000.0,1961548000.0,2196136000.0,
EBIT,1314645000.0,1309209000.0,1144583000.0,1381158000.0,
Net Interest Income,-231705000.0,-208138000.0,-200974000.0,-230074000.0,
Interest Expense,259181000.0,226589000.0,205992000.0,230074000.0,
Interest Income,27476000.0,18451000.0,5018000.0,,
Normalized Income,787095770.0,721777124.388059,653677890.84596,589910787.261399,
Net Income From Continuing And Discontinued Operation,1051301000.0,1081994000.0,928825000.0,1136775000.0,
Total Expenses,2120969000.0,1998007000.0,1881631000.0,1808156000.0,
Diluted Average Shares,,142458604.0,141643788.0,139975087.0,139717399.0
Basic Average Shares,,142272967.0,141560642.0,139891551.0,139681493.0
Diluted EPS,,7.6,6.56,8.12,7.19
Basic EPS,,7.61,6.56,8.13,7.19
Diluted NI Availto Com Stockholders,1056599000.0,1079925000.0,927162000.0,1134684000.0,
Average Dilution Earnings,7272000.0,0.0,25000.0,48000.0,
Net Income Common Stockholders,1049327000.0,1079925000.0,927162000.0,1134684000.0,
Otherunder Preferred Stock Dividend,1974000.0,2069000.0,1663000.0,2091000.0,
Net Income,1051301000.0,1081994000.0,928825000.0,1136775000.0,
Minority Interests,-5298000.0,-181000.0,387000.0,337000.0,
Net Income Including Noncontrolling Interests,1056599000.0,1082175000.0,928438000.0,1136438000.0,
Net Income Continuous Operations,1056599000.0,1082175000.0,928438000.0,1136438000.0,
Tax Provision,-1135000.0,445000.0,10153000.0,14646000.0,
Pretax Income,1055464000.0,1082620000.0,938591000.0,1151084000.0,
Other Income Expense,367413000.0,375008000.0,253287000.0,595868000.0,
Other Non Operating Income Expenses,-6715000.0,-17588000.0,-33305000.0,-11438000.0,
Special Income Charges,334437000.0,360365000.0,278156000.0,553912000.0,
Gain On Sale Of Ppe,335713000.0,363300000.0,287424000.0,555558000.0,
Other Special Charges,1276000.0,2935000.0,9268000.0,1646000.0,
Restructuring And Mergern Acquisition,,,33479000.0,16565000.0,3231000.0
Earnings From Equity Interest,39691000.0,32231000.0,8436000.0,53394000.0,
Gain On Sale Of Security,,363300000.0,287424000.0,5127000.0,1120000.0
Net Non Operating Interest Income Expense,-231705000.0,-208138000.0,-200974000.0,-230074000.0,
Interest Expense Non Operating,259181000.0,226589000.0,205992000.0,230074000.0,
Interest Income Non Operating,27476000.0,18451000.0,5018000.0,,
Operating Income,919756000.0,915750000.0,886278000.0,785290000.0,
Operating Expense,1000055000.0,924550000.0,893499000.0,889042000.0,
Depreciation Amortization Depletion Income Statement,913376000.0,846853000.0,816965000.0,814978000.0,
Depreciation And Amortization In Income Statement,913376000.0,846853000.0,816965000.0,814978000.0,
Depreciation Income Statement,913376000.0,846853000.0,816965000.0,814978000.0,
Research And Development,,,,16565000.0,3231000.0
Selling General And Administration,86679000.0,77697000.0,76534000.0,74064000.0,
General And Administrative Expense,86679000.0,77697000.0,76534000.0,74064000.0,
Other Gand A,86679000.0,77697000.0,76534000.0,74064000.0,
Gross Profit,1919811000.0,1840300000.0,1779777000.0,1674332000.0,
Cost Of Revenue,1120914000.0,1073457000.0,988132000.0,919114000.0,
Total Revenue,3040725000.0,2913757000.0,2767909000.0,2593446000.0,
Operating Revenue,3040725000.0,2913757000.0,2767909000.0,2593446000.0,
