,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,1406163000.0,1409852000.0,1362755000.0,1247227000.0
Repurchase Of Capital Stock,-488115000.0,0.0,-1911000.0,0.0
Repayment Of Debt,-836465000.0,-309793000.0,-797000000.0,-143332000.0
Issuance Of Debt,2086920000.0,398788000.0,399756000.0,348565000.0
Issuance Of Capital Stock,86645000.0,10535000.0,496706000.0,20020000.0
Capital Expenditure,-264942000.0,-198026000.0,-197274000.0,-174705000.0
Interest Paid Supplemental Data,236549000.0,213253000.0,187523000.0,212241000.0
End Cash Position,353083000.0,267076000.0,530960000.0,734245000.0
Beginning Cash Position,267076000.0,530960000.0,734245000.0,543788000.0
Changes In Cash,86007000.0,-263884000.0,-203285000.0,190457000.0
Financing Cash Flow,-192731000.0,-874898000.0,-834359000.0,-671056000.0
Cash Flow From Continuing Financing Activities,-192731000.0,-874898000.0,-834359000.0,-671056000.0
Net Other Financing Charges,-49383000.0,-12514000.0,-9253000.0,-6702000.0
Cash Dividends Paid,-992333000.0,-961914000.0,-922657000.0,-889607000.0
Net Common Stock Issuance,-401470000.0,10535000.0,494795000.0,20020000.0
Common Stock Payments,-488115000.0,0.0,-1911000.0,0.0
Common Stock Issuance,86645000.0,10535000.0,496706000.0,20020000.0
Net Issuance Payments Of Debt,1250455000.0,88995000.0,-397244000.0,205233000.0
Net Short Term Debt Issuance,739608000.0,0.0,0.0,
Short Term Debt Issuance,739608000.0,0.0,0.0,
Net Long Term Debt Issuance,510847000.0,88995000.0,-397244000.0,205233000.0
Long Term Debt Payments,-836465000.0,-309793000.0,-797000000.0,-143332000.0
Long Term Debt Issuance,1347312000.0,398788000.0,399756000.0,348565000.0
Investing Cash Flow,-1392367000.0,-996864000.0,-928955000.0,-560419000.0
Cash Flow From Continuing Investing Activities,-1392367000.0,-996864000.0,-928955000.0,-560419000.0
Net Other Investing Changes,-2718000.0,-91600000.0,-67648000.0,-16251000.0
Dividends Received Cfi,7500000.0,11178000.0,5468000.0,51464000.0
Net Investment Properties Purchase And Sale,-1092198000.0,-704241000.0,-650640000.0,-406658000.0
Sale Of Investment Properties,799419000.0,711279000.0,467096000.0,1051383000.0
Purchase Of Investment Properties,-1891617000.0,-1415520000.0,-1117736000.0,-1458041000.0
Net Business Purchase And Sale,-40009000.0,-14175000.0,-18861000.0,-14269000.0
Purchase Of Business,-40009000.0,-14175000.0,-18861000.0,-14269000.0
Capital Expenditure Reported,-264942000.0,-198026000.0,-197274000.0,-174705000.0
Operating Cash Flow,1671105000.0,1607878000.0,1560029000.0,1421932000.0
Cash Flow From Continuing Operating Activities,1671105000.0,1607878000.0,1560029000.0,1421932000.0
Change In Working Capital,13721000.0,6764000.0,17796000.0,10009000.0
Change In Payables And Accrued Expense,43027000.0,37922000.0,12019000.0,17176000.0
Change In Accrued Expense,43027000.0,37922000.0,12019000.0,17176000.0
Change In Prepaid Assets,-3182000.0,-16576000.0,11580000.0,-7167000.0
Change In Receivables,-26124000.0,-14582000.0,-5803000.0,
Other Non Cash Items,25807000.0,33036000.0,50833000.0,16817000.0
Stock Based Compensation,26458000.0,25373000.0,27142000.0,33864000.0
Depreciation Amortization Depletion,913376000.0,846853000.0,816965000.0,814978000.0
Depreciation And Amortization,913376000.0,846853000.0,816965000.0,814978000.0
Depreciation,913376000.0,846853000.0,816965000.0,814978000.0
Operating Gains Losses,-364856000.0,-386323000.0,-281145000.0,-590174000.0
Earnings Losses From Equity Investments,-23610000.0,-21693000.0,5332000.0,5255000.0
Gain Loss On Investment Securities,-341246000.0,-364630000.0,-286627000.0,-597075000.0
Net Income From Continuing Operations,1056599000.0,1082175000.0,928438000.0,1136438000.0
