period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.17746,1.17491,1.18,1.26418,2,-0.0686
+1q,1.17128,1.1,1.24384,1.1809,3,-0.0081
0y,4.69356,4.52,4.86068,5.0102,3,-0.063200004
+1y,4.99586,4.78,5.33346,4.69356,4,0.0644
