,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.197,0.198,0.19,0.298271
Net Income From Continuing Operation Net Minority Interest,2393000000.0,2292000000.0,1843000000.0,-487000000.0
Reconciled Depreciation,168000000.0,130000000.0,112000000.0,127000000.0
EBIT,3033000000.0,2911000000.0,2330000000.0,-641000000.0
Net Interest Income,-53000000.0,-53000000.0,-54000000.0,-53000000.0
Interest Expense,53000000.0,53000000.0,54000000.0,53000000.0
Interest Income,1155000000.0,1016000000.0,882000000.0,785000000.0
Normalized Income,2393000000.0,2292000000.0,1843000000.0,-487000000.0
Net Income From Continuing And Discontinued Operation,2393000000.0,2292000000.0,1843000000.0,-487000000.0
Total Expenses,9651000000.0,8479000000.0,7737000000.0,7257000000.0
Diluted Average Shares,157700000.0,157800000.0,158100000.0,158823529.0
Basic Average Shares,156201044.0,156450512.0,156984668.0,158823529.0
Diluted EPS,15.17,14.53,11.66,-3.06
Basic EPS,15.32,14.65,11.74,-3.06
Diluted NI Availto Com Stockholders,2393000000.0,2292000000.0,1843000000.0,-487000000.0
Net Income Common Stockholders,2393000000.0,2292000000.0,1843000000.0,-487000000.0
Net Income,2393000000.0,2292000000.0,1843000000.0,-487000000.0
Net Income Including Noncontrolling Interests,2393000000.0,2292000000.0,1843000000.0,-487000000.0
Net Income Continuous Operations,2393000000.0,2292000000.0,1843000000.0,-487000000.0
Tax Provision,587000000.0,566000000.0,433000000.0,-207000000.0
Pretax Income,2980000000.0,2858000000.0,2276000000.0,-694000000.0
Other Income Expense,21000000.0,15000000.0,13000000.0,10000000.0
Net Non Operating Interest Income Expense,-53000000.0,-53000000.0,-54000000.0,-53000000.0
Interest Expense Non Operating,53000000.0,53000000.0,54000000.0,53000000.0
Other Operating Expenses,34000000.0,32000000.0,25000000.0,23000000.0
Total Revenue,12631000000.0,11337000000.0,10013000000.0,6563000000.0
Operating Revenue,12631000000.0,11337000000.0,10013000000.0,6563000000.0
Loss Adjustment Expense,6640000000.0,5737000000.0,5274000000.0,5019000000.0
Net Policyholder Benefits And Claims,6640000000.0,5737000000.0,5274000000.0,5019000000.0
Policyholder Benefits Gross,7296000000.0,5819000000.0,5514000000.0,5285000000.0
Policyholder Benefits Ceded,656000000.0,82000000.0,240000000.0,266000000.0
