period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,2.0218,1.85,2.16,-0.24,6,9.4242
+1q,1.67413,1.44,1.79,1.97,6,-0.15020001
0y,8.56664,8.17,8.98,7.95,7,0.0776
+1y,9.20333,8.5,9.9,8.56664,6,0.0743
