period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,12315674380,11916000000,13507000000,35,12667000000,-0.0277
+1q,12895304350,12378000000,13961400000,33,12859000000,0.0028
0y,53721539890,51083099120,57599500000,40,52853000000,0.0164
+1y,57732404500,52420913650,63160000000,41,53721539890,0.0747
