,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-161340751.327072,-2815779710.144928,-254800000.0,-923228070.175439
Tax Rate For Calcs,0.131278,0.305797,0.182,0.214654
Normalized EBITDA,14809000000.0,13642000000.0,11896000000.0,13153000000.0
Total Unusual Items,-1229000000.0,-9208000000.0,-1400000000.0,-4301000000.0
Total Unusual Items Excluding Goodwill,-1229000000.0,-9208000000.0,-1400000000.0,-4301000000.0
Net Income From Continuing Operation Net Minority Interest,8510000000.0,480000000.0,5665000000.0,4592000000.0
Reconciled Depreciation,2760000000.0,2767000000.0,2693000000.0,2103000000.0
Reconciled Cost Of Revenue,6234000000.0,6251000000.0,6498000000.0,5657000000.0
EBITDA,13580000000.0,4434000000.0,10496000000.0,8852000000.0
EBIT,10820000000.0,1667000000.0,7803000000.0,6749000000.0
Net Interest Income,-675000000.0,-696000000.0,-568000000.0,-829000000.0
Interest Expense,1024000000.0,977000000.0,944000000.0,935000000.0
Interest Income,349000000.0,281000000.0,376000000.0,106000000.0
Normalized Income,9577659248.672928,6872220289.855072,6810200000.0,7969771929.824561
Net Income From Continuing And Discontinued Operation,8510000000.0,480000000.0,5665000000.0,4592000000.0
Total Expenses,17741000000.0,18158000000.0,18278000000.0,16307000000.0
Total Operating Income As Reported,10022000000.0,1662000000.0,7605000000.0,7330000000.0
Diluted Average Shares,1255000000.0,1255000000.0,1258000000.0,1262000000.0
Basic Average Shares,1244000000.0,1247000000.0,1248000000.0,1255000000.0
Diluted EPS,6.78,0.38,4.5,3.64
Basic EPS,6.84,0.38,4.54,3.66
Diluted NI Availto Com Stockholders,8510000000.0,480000000.0,5665000000.0,4592000000.0
Net Income Common Stockholders,8510000000.0,480000000.0,5665000000.0,4592000000.0
Net Income,8510000000.0,480000000.0,5665000000.0,4592000000.0
Minority Interests,0.0,0.0,52000000.0,26000000.0
Net Income Including Noncontrolling Interests,8510000000.0,480000000.0,5613000000.0,4566000000.0
Net Income Continuous Operations,8510000000.0,479000000.0,5612000000.0,4566000000.0
Tax Provision,1286000000.0,211000000.0,1247000000.0,1248000000.0
Pretax Income,9796000000.0,690000000.0,6859000000.0,5814000000.0
Other Income Expense,-1230000000.0,-9210000000.0,-1411000000.0,-4330000000.0
Other Non Operating Income Expenses,-1000000.0,-2000000.0,-11000000.0,-29000000.0
Special Income Charges,-1680000000.0,-8934000000.0,-1233000000.0,-3644000000.0
Other Special Charges,1024000000.0,4663000000.0,1155000000.0,944000000.0
Write Off,590000000.0,4180000000.0,50000000.0,2700000000.0
Restructuring And Mergern Acquisition,66000000.0,91000000.0,28000000.0,
Gain On Sale Of Security,451000000.0,-274000000.0,-167000000.0,-657000000.0
Net Non Operating Interest Income Expense,-675000000.0,-696000000.0,-568000000.0,-829000000.0
Interest Expense Non Operating,1024000000.0,977000000.0,944000000.0,935000000.0
Interest Income Non Operating,349000000.0,281000000.0,376000000.0,106000000.0
Operating Income,11701000000.0,10596000000.0,8838000000.0,10974000000.0
Operating Expense,11507000000.0,11907000000.0,11780000000.0,10650000000.0
Research And Development,5799000000.0,5907000000.0,5718000000.0,4977000000.0
Selling General And Administration,5708000000.0,6000000000.0,6062000000.0,5673000000.0
Selling And Marketing Expense,3522000000.0,3453000000.0,3272000000.0,
General And Administrative Expense,2186000000.0,2547000000.0,2790000000.0,
Other Gand A,2186000000.0,2547000000.0,2790000000.0,
Gross Profit,23208000000.0,22503000000.0,20618000000.0,21624000000.0
Cost Of Revenue,6234000000.0,6251000000.0,6498000000.0,5657000000.0
Total Revenue,29442000000.0,28754000000.0,27116000000.0,27281000000.0
Operating Revenue,29442000000.0,28754000000.0,27116000000.0,27281000000.0
