period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.5365,1.48,1.56,1.62,10,-0.0515
+1q,1.37496,1.31116,1.49,1.26,20,0.0912
0y,5.5191,5.51,5.53,5.49,10,0.0053
+1y,6.06517,6.0,6.13,5.5191,28,0.098900005
