period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,9616448530,8912000000,9709000000,23,8927000000,0.077199996
+1q,9367427730,8972195000,9836000000,17,8539000000,0.096999995
0y,36142517920,35789000000,36263800000,21,33537000000,0.0777
+1y,38304048690,36534000000,39315000000,29,36142517920,0.0598
