period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,172108279380,170523000000,173740000000,16,163981000000,0.0496
+1q,184174940670,182717000000,185809000000,16,175750000000,0.0479
0y,740988153030,733500000000,746618000000,19,706413000000,0.048899997
+1y,775134707370,767273000000,785326000000,17,740988153030,0.0461
