period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.27371,1.04,1.4,1.3679,5,-0.0689
+1q,1.10348,0.85,1.47187,0.97,5,0.1376
0y,6.1063,5.97314,6.17,6.55,13,-0.0677
+1y,6.51654,6.46,6.62174,6.1063,13,0.0672
