period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,4068064830,3947000000,4189129660,2,3811000000,0.0675
+1q,4818888560,4679000000,4958777130,2,4543000000,0.060700003
0y,19067501210,17525555780,20691972220,10,19317000000,-0.0128999995
+1y,19646924320,18413758500,21445027780,9,19067501210,0.0304
