,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,0.0315,12130920,880158904,0.0016
1,2025-12-31,VANGUARD INDEX FUNDS-Vanguard 500 Index Fund,0.0252,9701363,703882395,0.0218
2,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Mid-Cap Index Fund,0.0218,8375098,607655237,-0.0161
3,2026-01-31,iShares Trust-iShares Select Dividend ETF,0.0186,7157464,519309802,-0.0146
4,2026-02-28,SELECT SECTOR SPDR TRUST-State Street Utilities Select Sector SPDR ETF,0.0168,6451882,468116300,0.0176
5,2026-01-31,iShares Trust-iShares Core S&P 500 ETF,0.0128999995,4951547,359259494,-0.0095
6,2026-02-28,Fidelity Concord Street Trust-Fidelity 500 Index Fund,0.0127,4896910,355295306,0.0017
7,2026-02-28,SPDR S&P 500 ETF TRUST-State Street SPDR S&P 500 ETF Trust,0.0117999995,4539615,329371767,-0.0184
8,2026-02-28,SPDR SERIES TRUST-State Street SPDR S&P Dividend ETF,0.0098,3789249,274928962,0.0002
9,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Value Index Fund,0.0092,3541039,256920085,0.026199998
