,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,Vanguard Group Inc,0.1401,37379569,3281178521,0.0015
1,2025-12-31,Blackrock Inc.,0.080299996,21420528,1880293921,0.0476
2,2025-12-31,Capital International Investors,0.0682,18199969,1597593256,-0.1733
3,2025-12-31,"FMR, LLC",0.0616,16417564,1441133747,0.1276
4,2025-12-31,Primecap Management Company,0.059899997,15978490,1402591832,-0.1125
5,2025-12-31,"Sanders Capital, LLC",0.056900002,15182819,1332747833,0.0277
6,2025-12-31,State Street Corporation,0.0432,11510200,1010365341,0.0046
7,2025-12-31,"Geode Capital Management, LLC",0.033800002,9012731,791137516,0.0077
8,2025-12-31,Capital World Investors,0.0272,7265530,637768214,0.0031
9,2025-12-31,Dimensional Fund Advisors LP,0.020499999,5474521,480553446,0.0025
