,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,0.0,-950000.0,-990000.0,-1800000.0
Tax Rate For Calcs,0.193,0.19,0.11,0.15
Total Unusual Items,0.0,-5000000.0,-9000000.0,-12000000.0
Total Unusual Items Excluding Goodwill,0.0,-5000000.0,-9000000.0,-12000000.0
Net Income From Continuing Operation Net Minority Interest,6288000000.0,4999000000.0,2991000000.0,2842000000.0
Reconciled Depreciation,680000000.0,715000000.0,722000000.0,826000000.0
EBIT,8221000000.0,6572000000.0,3747000000.0,3705000000.0
Net Interest Income,-425000000.0,-392000000.0,-376000000.0,-351000000.0
Interest Expense,425000000.0,392000000.0,376000000.0,351000000.0
Normalized Income,6288000000.0,5003050000.0,2999010000.0,2852200000.0
Net Income From Continuing And Discontinued Operation,6288000000.0,4999000000.0,2991000000.0,2842000000.0
Total Expenses,41032000000.0,40248000000.0,38002000000.0,33542000000.0
Diluted Average Shares,227600000.0,23110000000.0,232200000.0,239700000.0
Basic Average Shares,224200000.0,228000000.0,229700000.0,237000000.0
Diluted EPS,27.43,21.47,12.79,11.77
Basic EPS,27.83,21.76,12.93,11.91
Diluted NI Availto Com Stockholders,6242000000.0,4961000000.0,2969000000.0,2822000000.0
Net Income Common Stockholders,6242000000.0,4961000000.0,2969000000.0,2822000000.0
Otherunder Preferred Stock Dividend,46000000.0,38000000.0,22000000.0,20000000.0
Net Income,6288000000.0,4999000000.0,2991000000.0,2842000000.0
Net Income Including Noncontrolling Interests,6288000000.0,4999000000.0,2991000000.0,2842000000.0
Net Income Continuous Operations,6288000000.0,4999000000.0,2991000000.0,2842000000.0
Tax Provision,1508000000.0,1181000000.0,380000000.0,512000000.0
Pretax Income,7796000000.0,6180000000.0,3371000000.0,3354000000.0
Other Income Expense,508000000.0,449000000.0,353000000.0,351000000.0
Special Income Charges,0.0,-5000000.0,-9000000.0,-12000000.0
Impairment Of Capital Assets,0.0,5000000.0,9000000.0,12000000.0
Net Non Operating Interest Income Expense,-425000000.0,-392000000.0,-376000000.0,-351000000.0
Interest Expense Non Operating,425000000.0,392000000.0,376000000.0,351000000.0
Selling General And Administration,6120000000.0,5819000000.0,5176000000.0,4810000000.0
General And Administrative Expense,6120000000.0,5819000000.0,5176000000.0,4810000000.0
Other Gand A,6120000000.0,5819000000.0,5176000000.0,4810000000.0
Total Revenue,48828000000.0,46428000000.0,41373000000.0,36896000000.0
Operating Revenue,48828000000.0,46428000000.0,41373000000.0,36896000000.0
Loss Adjustment Expense,27221000000.0,27059000000.0,26215000000.0,22854000000.0
Net Policyholder Benefits And Claims,27221000000.0,27059000000.0,26215000000.0,22854000000.0
Policyholder Benefits Gross,28900000000.0,28308000000.0,27677000000.0,24041000000.0
Policyholder Benefits Ceded,1679000000.0,1249000000.0,1462000000.0,1187000000.0
