period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,6.85275,4.38417,8.04,1.91,23,2.5878
+1q,4.84708,3.77,6.09,6.51,22,-0.2554
0y,27.25433,24.72,28.7,27.59,27,-0.012200001
+1y,28.36547,26.03,30.72,27.25433,26,0.040799998
