,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,Blackrock Inc.,0.1031,22304411,6617495754,0.0135
1,2025-12-31,Vanguard Group Inc,0.1022,22109933,6559796075,0.005
2,2025-12-31,State Street Corporation,0.074,16000457,4747175626,0.031400003
3,2025-12-31,"FMR, LLC",0.0594,12834811,3807960106,-0.1161
4,2025-12-31,JPMORGAN CHASE & CO,0.0332,7168621,2126858181,-0.5373
5,2025-12-31,"Geode Capital Management, LLC",0.025899999,5590511,1658648722,-0.0026
6,2025-12-31,Massachusetts Financial Services Co.,0.024,5188555,1539392395,-0.0347
7,2025-12-31,Morgan Stanley,0.0175,3793750,1125567696,0.023
8,2025-12-31,Bank of America Corporation,0.0165,3572216,1059840773,0.0344
9,2025-12-31,Dimensional Fund Advisors LP,0.0155,3361112,997208327,0.0248
