period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,11114000000,11049000000,11147000000,8,10710000000,0.0377
+1q,11185500000,11033000000,11278000000,8,10921000000,0.0242
0y,44754806570,43880000000,45506000000,12,43914000000,0.0191
+1y,45954245160,44742000000,47537000000,12,44754806570,0.026800001
