period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,6.03051,5.79,6.35,3.32,17,0.8164
+1q,6.84622,6.73,7.01,8.15,17,-0.16
0y,27.92962,27.47,28.68,26.34,21,0.060399998
+1y,30.21729,28.69,31.84,27.92962,21,0.08189999
