Dividend Date,Ex-Dividend Date,Earnings Date,Earnings High,Earnings Low,Earnings Average,Revenue High,Revenue Low,Revenue Average
2026-03-06,2026-01-23,"[datetime.date(2026, 5, 5)]",0.92,0.64,0.7264,14350000000,13352000000,13878668600
