,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,9075000000.0,9835000000.0,4793000000.0,26031000000.0,
Repurchase Of Capital Stock,,0.0,0.0,-2000000000.0,0.0
Repayment Of Debt,-9752000000.0,-16066000000.0,-2572000000.0,-7407000000.0,
Issuance Of Debt,9678000000.0,8907000000.0,38517000000.0,3891000000.0,
Capital Expenditure,-2629000000.0,-2909000000.0,-3907000000.0,-3236000000.0,
Interest Paid Supplemental Data,2739000000.0,3227000000.0,2215000000.0,1442000000.0,
Income Tax Paid Supplemental Data,4688000000.0,3605000000.0,3147000000.0,7867000000.0,
End Cash Position,1197000000.0,1107000000.0,2917000000.0,468000000.0,
Beginning Cash Position,1107000000.0,2917000000.0,468000000.0,1983000000.0,
Effect Of Exchange Rate Changes,41000000.0,-66000000.0,-40000000.0,-165000000.0,
Changes In Cash,49000000.0,-1744000000.0,2489000000.0,-1350000000.0,
Financing Cash Flow,-10304000000.0,-17140000000.0,26066000000.0,-14834000000.0,
Cash From Discontinued Financing Activities,,,,0.0,0.0
Cash Flow From Continuing Financing Activities,-10303000000.0,-17140000000.0,26067000000.0,-14834000000.0,
Net Other Financing Charges,-459000000.0,-469000000.0,-632000000.0,-335000000.0,
Cash Dividends Paid,-9771000000.0,-9512000000.0,-9247000000.0,-8983000000.0,
Common Stock Dividend Paid,-9771000000.0,-9512000000.0,-9247000000.0,-8983000000.0,
Net Common Stock Issuance,,0.0,0.0,-2000000000.0,0.0
Common Stock Payments,,0.0,0.0,-2000000000.0,0.0
Net Issuance Payments Of Debt,-74000000.0,-7159000000.0,35945000000.0,-3516000000.0,
Net Short Term Debt Issuance,-2995000000.0,-4909000000.0,7683000000.0,-218000000.0,
Short Term Debt Payments,-2995000000.0,-13816000000.0,-3000000.0,-4109000000.0,
Short Term Debt Issuance,0.0,8907000000.0,7686000000.0,3891000000.0,
Net Long Term Debt Issuance,2921000000.0,-2250000000.0,28262000000.0,-3298000000.0,
Long Term Debt Payments,-6757000000.0,-2250000000.0,-2569000000.0,-3298000000.0,
Long Term Debt Issuance,9678000000.0,0.0,30831000000.0,0.0,
Investing Cash Flow,-1351000000.0,2652000000.0,-32278000000.0,-15783000000.0,
Cash From Discontinued Investing Activities,,,0.0,0.0,-12000000.0
Cash Flow From Continuing Investing Activities,-1351000000.0,2654000000.0,-32277000000.0,-15783000000.0,
Net Other Investing Changes,165000000.0,,-180000000.0,-192000000.0,-306000000.0
Dividends Received Cfi,,0.0,0.0,3960000000.0,0.0
Net Investment Purchase And Sale,1729000000.0,-1479000000.0,15239000000.0,6682000000.0,
Sale Of Investment,19054000000.0,8834000000.0,46417000000.0,45462000000.0,
Purchase Of Investment,-17325000000.0,-10313000000.0,-31178000000.0,-38780000000.0,
Net Business Purchase And Sale,-616000000.0,7040000000.0,-43430000000.0,-22997000000.0,
Sale Of Business,6311000000.0,7040000000.0,0.0,0.0,
Purchase Of Business,-6927000000.0,0.0,-43430000000.0,-22997000000.0,
Net PPE Purchase And Sale,-2629000000.0,-2909000000.0,-3907000000.0,-3236000000.0,
Purchase Of PPE,-2629000000.0,-2909000000.0,-3907000000.0,-3236000000.0,
Operating Cash Flow,11704000000.0,12744000000.0,8700000000.0,29267000000.0,
Cash From Discontinued Operating Activities,,,0.0,0.0,-343000000.0
Cash Flow From Continuing Operating Activities,11705000000.0,12743000000.0,8702000000.0,29267000000.0,
Change In Working Capital,-5354000000.0,-3066000000.0,-2172000000.0,-5639000000.0,
Change In Other Working Capital,-2805000000.0,-1345000000.0,-982000000.0,-545000000.0,
Change In Other Current Liabilities,-3667000000.0,-3115000000.0,595000000.0,-1449000000.0,
Change In Other Current Assets,1289000000.0,3380000000.0,-663000000.0,-4506000000.0,
Change In Payables And Accrued Expense,-469000000.0,-1023000000.0,-300000000.0,1191000000.0,
Change In Payable,-469000000.0,-1023000000.0,-300000000.0,1191000000.0,
Change In Account Payable,-469000000.0,-1023000000.0,-300000000.0,1191000000.0,
Change In Inventory,561000000.0,-854000000.0,-1169000000.0,-591000000.0,
Change In Receivables,-263000000.0,-109000000.0,347000000.0,261000000.0,
Changes In Account Receivables,-263000000.0,-109000000.0,347000000.0,261000000.0,
Other Non Cash Items,-1257000000.0,-2271000000.0,-4281000000.0,-400000000.0,
Stock Based Compensation,799000000.0,877000000.0,525000000.0,872000000.0,
Asset Impairment Charge,5270000000.0,4242000000.0,9607000000.0,1733000000.0,
Deferred Tax,-2133000000.0,-2102000000.0,-3442000000.0,-3764000000.0,
Deferred Income Tax,-2133000000.0,-2102000000.0,-3442000000.0,-3764000000.0,
Depreciation Amortization Depletion,6592000000.0,7013000000.0,6290000000.0,5064000000.0,
Depreciation And Amortization,6592000000.0,7013000000.0,6290000000.0,5064000000.0,
Earnings Losses From Equity Investments,,,,,0.0
Net Income From Continuing Operations,7787000000.0,8051000000.0,2173000000.0,31401000000.0,
