period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.7264,0.64,0.92,0.92,18,-0.21040002
+1q,0.70055,0.59,0.91,0.78,18,-0.1019
0y,2.95895,2.8,3.17,3.22,26,-0.081099994
+1y,2.81591,2.48,3.026,2.95895,25,-0.048299998
