period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.90553,1.83,1.99039,1.17,17,0.6287
+1q,1.94972,1.83,2.06,1.81,16,0.077199996
0y,7.82093,7.25,8.13,7.09,21,0.1031
+1y,8.83266,8.4,9.22,7.82093,20,0.1294
