period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,7045046000,6991138000,7113000000,3,6783000000,0.038599998
+1q,7252377670,7183000000,7324000000,3,7091000000,0.0228
0y,29221952590,28860000000,29731000000,7,26775000000,0.091400005
+1y,31324279750,29713000000,32281000000,7,29221952590,0.0719
