,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,0.0315,16925447,1287095586,-0.028099999
1,2026-01-31,VANGUARD WINDSOR FUNDS-Vanguard Windsor II Fund,0.026199998,14074492,1070294718,0.5407
2,2025-12-31,VANGUARD INDEX FUNDS-Vanguard 500 Index Fund,0.0253,13607561,1034786951,-0.0042
3,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Mid-Cap Index Fund,0.0219,11744469,893108123,-0.0416
4,2025-12-31,VANGUARD FENWAY FUNDS-Vanguard Equity Income Fund,0.0155,8324768,633056967,-0.18969999
5,2026-01-31,Income Fund of America,0.0149,8000000,608359985,0.33330002
6,2025-12-31,HARRIS ASSOCIATES INVESTMENT TRUST-Oakmark Fund,0.013300001,7136039,542660072,0.035099998
7,2026-01-31,iShares Trust-iShares Core S&P 500 ETF,0.0128999995,6943427,528012893,-0.0094
8,2026-02-28,Fidelity Concord Street Trust-Fidelity 500 Index Fund,0.0128,6866769,522183436,0.0017
9,2025-11-30,Capital Group Dividend Value ETF,0.0127,6815610,518293049,0.3832
