,2025-10-31,2024-10-31,2023-10-31,2022-10-31,2021-10-31
Tax Effect Of Unusual Items,-11476297.660274,-2978120.272992,-13017510.0,-31022118.18124,
Tax Rate For Calcs,0.163994,0.079932,0.081,0.113009,
Normalized EBITDA,5098653000.0,4241141000.0,6326457000.0,5871165000.0,
Total Unusual Items,-69980000.0,-37258000.0,-160710000.0,-274509000.0,
Total Unusual Items Excluding Goodwill,-69980000.0,-37258000.0,-160710000.0,-274509000.0,
Net Income From Continuing Operation Net Minority Interest,2267342000.0,1635273000.0,3314579000.0,2748561000.0,
Reconciled Depreciation,1998845000.0,2104316000.0,2293103000.0,2297499000.0,
Reconciled Cost Of Revenue,2997046000.0,2696282000.0,3094836000.0,3196552000.0,
EBITDA,5028673000.0,4203883000.0,6165747000.0,5596656000.0,
EBIT,3029828000.0,2099567000.0,3872644000.0,3299157000.0,
Net Interest Income,-212450000.0,-243410000.0,-223354000.0,-193502000.0,
Interest Expense,317716000.0,322227000.0,264641000.0,200408000.0,
Interest Income,105266000.0,78817000.0,41287000.0,6906000.0,
Normalized Income,2325845702.339726,1669552879.727008,3462271490.0,2992047881.81876,
Net Income From Continuing And Discontinued Operation,2267342000.0,1635273000.0,3314579000.0,2748561000.0,
Total Expenses,8017231000.0,7357101000.0,8321717000.0,8460744000.0,
Total Operating Income As Reported,2932496000.0,2032798000.0,3823112000.0,3278700000.0,
Diluted Average Shares,496709000.0,498697000.0,505959000.0,523178000.0,
Basic Average Shares,494381000.0,496166000.0,502232000.0,519226000.0,
Diluted EPS,4.56,3.28,6.55,5.25,
Basic EPS,4.59,3.3,6.6,5.29,
Diluted NI Availto Com Stockholders,2267342000.0,1635273000.0,3314579000.0,2748561000.0,
Net Income Common Stockholders,2267342000.0,1635273000.0,3314579000.0,2748561000.0,
Otherunder Preferred Stock Dividend,,,,,0.0
Net Income,2267342000.0,1635273000.0,3314579000.0,2748561000.0,
Net Income Including Noncontrolling Interests,2267342000.0,1635273000.0,3314579000.0,2748561000.0,
Net Income Continuous Operations,2267342000.0,1635273000.0,3314579000.0,2748561000.0,
Tax Provision,444770000.0,142067000.0,293424000.0,350188000.0,
Pretax Income,2712112000.0,1777340000.0,3608003000.0,3098749000.0,
Other Income Expense,-77914000.0,-49306000.0,-152465000.0,-260958000.0,
Other Non Operating Income Expenses,-7934000.0,-12048000.0,8245000.0,13551000.0,
Special Income Charges,-69980000.0,-37258000.0,-160710000.0,-274509000.0,
Other Special Charges,,37258000.0,160710000.0,274509000.0,299606000.0
Restructuring And Mergern Acquisition,,,160710000.0,274509000.0,84456000.0
Net Non Operating Interest Income Expense,-212450000.0,-243410000.0,-223354000.0,-193502000.0,
Interest Expense Non Operating,317716000.0,322227000.0,264641000.0,200408000.0,
Interest Income Non Operating,105266000.0,78817000.0,41287000.0,6906000.0,
Operating Income,3002476000.0,2070056000.0,3983822000.0,3553209000.0,
Operating Expense,3771002000.0,3311287000.0,3893396000.0,3979265000.0,
Depreciation Amortization Depletion Income Statement,749662000.0,754784000.0,959618000.0,1012572000.0,
Depreciation And Amortization In Income Statement,749662000.0,754784000.0,959618000.0,1012572000.0,
Amortization,749662000.0,754784000.0,959618000.0,1012572000.0,
Amortization Of Intangibles Income Statement,749662000.0,754784000.0,959618000.0,1012572000.0,
Research And Development,1766001000.0,1487863000.0,1660194000.0,1700518000.0,
Selling General And Administration,1255339000.0,1068640000.0,1273584000.0,1266175000.0,
Gross Profit,6773478000.0,5381343000.0,7877218000.0,7532474000.0,
Cost Of Revenue,4246229000.0,4045814000.0,4428321000.0,4481479000.0,
Total Revenue,11019707000.0,9427157000.0,12305539000.0,12013953000.0,
Operating Revenue,11019707000.0,9427157000.0,12305539000.0,12013953000.0,
