period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,3511538460,3499500000,3585690000,24,2640068000,0.33009997
+1q,3591069560,3500000000,3721000000,23,2880348000,0.2467
0y,13991426590,13695300000,14333000000,28,11019707000,0.2697
+1y,15315160760,14048000000,16911000000,29,13991426590,0.0946
