,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,0.0315,15382520,4989781912,-0.0066000004
1,2025-12-31,VANGUARD INDEX FUNDS-Vanguard 500 Index Fund,0.0254,12405695,4024159404,0.013300001
2,2026-01-31,"Invesco QQQ Trust, Series 1",0.0218,10666790,3460093392,-0.0291
3,2026-02-28,VanEck ETF Trust-VanEck Semiconductor ETF,0.013200001,6423123,2083532670,0.0343
4,2026-01-31,iShares Trust-iShares Core S&P 500 ETF,0.012999999,6330623,2053527519,-0.0094
5,2026-02-28,Fidelity Concord Street Trust-Fidelity 500 Index Fund,0.0128,6260743,2030859844,0.0017
6,2026-02-28,SPDR S&P 500 ETF TRUST-State Street SPDR S&P 500 ETF Trust,0.0117999995,5784473,1876367379,-0.020299999
7,2025-11-30,MFS SERIES TRUST I-MFS Value Fund,0.0092,4477034,1452260310,-0.025
8,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Value Index Fund,0.0092,4506131,1461698795,0.0199
9,2026-02-28,SELECT SECTOR SPDR TRT-State Street Technology Select Sector SPDR ETF,0.0078,3817488,1238316776,-0.0162
