,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Free Cash Flow,353000000.0,62000000.0,292000000.0,159000000.0,158000000.0,
Repurchase Of Capital Stock,0.0,0.0,-105000000.0,-100000000.0,0.0,
Repayment Of Debt,-400000000.0,-1000000.0,-500000000.0,-1000000.0,0.0,
Issuance Of Debt,398000000.0,0.0,494000000.0,0.0,0.0,
Capital Expenditure,-190000000.0,-156000000.0,-152000000.0,-146000000.0,-173000000.0,
Interest Paid Supplemental Data,,51000000.0,63000000.0,56000000.0,,40000000.0
Income Tax Paid Supplemental Data,,2000000.0,5000000.0,2000000.0,,1000000.0
End Cash Position,937000000.0,746000000.0,771000000.0,694000000.0,798000000.0,
Beginning Cash Position,746000000.0,771000000.0,694000000.0,798000000.0,806000000.0,
Effect Of Exchange Rate Changes,0.0,-1000000.0,4000000.0,1000000.0,-8000000.0,
Changes In Cash,191000000.0,-24000000.0,73000000.0,-105000000.0,0.0,
Financing Cash Flow,-145000000.0,-140000000.0,-256000000.0,-327000000.0,-142000000.0,
Cash Flow From Continuing Financing Activities,-145000000.0,-140000000.0,-256000000.0,-327000000.0,-142000000.0,
Net Other Financing Charges,-6000000.0,-1000000.0,-7000000.0,-16000000.0,-3000000.0,
Cash Dividends Paid,-137000000.0,-138000000.0,-138000000.0,-210000000.0,-139000000.0,
Common Stock Dividend Paid,-137000000.0,-138000000.0,-138000000.0,-210000000.0,-139000000.0,
Net Common Stock Issuance,0.0,0.0,-105000000.0,-100000000.0,0.0,
Common Stock Payments,0.0,0.0,-105000000.0,-100000000.0,0.0,
Net Issuance Payments Of Debt,-2000000.0,-1000000.0,-6000000.0,-1000000.0,0.0,
Net Long Term Debt Issuance,-2000000.0,-1000000.0,-6000000.0,-1000000.0,0.0,
Long Term Debt Payments,-400000000.0,-1000000.0,-500000000.0,-1000000.0,0.0,
Long Term Debt Issuance,398000000.0,0.0,494000000.0,0.0,0.0,
Investing Cash Flow,-207000000.0,-102000000.0,-115000000.0,-83000000.0,-189000000.0,
Cash Flow From Continuing Investing Activities,-207000000.0,-102000000.0,-115000000.0,-83000000.0,-189000000.0,
Net Other Investing Changes,-15000000.0,54000000.0,34000000.0,63000000.0,-15000000.0,
Net Business Purchase And Sale,-2000000.0,0.0,,,-1000000.0,-936000000.0
Sale Of Business,0.0,0.0,,,0.0,1000000.0
Purchase Of Business,-2000000.0,0.0,,,-1000000.0,-937000000.0
Capital Expenditure Reported,-190000000.0,-156000000.0,-152000000.0,-146000000.0,-173000000.0,
Operating Cash Flow,543000000.0,218000000.0,444000000.0,305000000.0,331000000.0,
Cash Flow From Continuing Operating Activities,543000000.0,218000000.0,444000000.0,305000000.0,331000000.0,
Dividend Received Cfo,9000000.0,6000000.0,6000000.0,3000000.0,4000000.0,
Change In Working Capital,152000000.0,-7000000.0,60000000.0,-121000000.0,19000000.0,
Change In Other Working Capital,,,44000000.0,-102000000.0,,
Change In Other Current Liabilities,-18000000.0,33000000.0,1000000.0,-35000000.0,-4000000.0,
Change In Other Current Assets,24000000.0,-38000000.0,15000000.0,16000000.0,5000000.0,
Change In Receivables,,,,,,91000000.0
Other Non Cash Items,1000000.0,-143000000.0,-43000000.0,-20000000.0,-18000000.0,
Stock Based Compensation,10000000.0,5000000.0,5000000.0,6000000.0,7000000.0,
Depreciation Amortization Depletion,208000000.0,196000000.0,195000000.0,196000000.0,197000000.0,
Depreciation And Amortization,208000000.0,196000000.0,195000000.0,196000000.0,197000000.0,
Operating Gains Losses,-2000000.0,-2000000.0,-4000000.0,-10000000.0,5000000.0,
Earnings Losses From Equity Investments,-2000000.0,-2000000.0,-4000000.0,-10000000.0,5000000.0,
Net Income From Continuing Operations,137000000.0,163000000.0,225000000.0,251000000.0,109000000.0,
